state_ut_name,ac_no,ac_name,sex,age,category,party,symbol,general,postal,total,pct_votes_polled,total_electors,candidate_no,candidate_name
WEST BENGAL,20,MAL,MALE,39.0,ST,CPI(M),"Hammer, Sickle and Star",10797,132,10929,5.12,255570.0,3,MANU ORAON
WEST BENGAL,20,MAL,,,,NOTA,NOTA,4688,11,4699,2.2,255570.0,4,NOTA
WEST BENGAL,20,MAL,FEMALE,26.0,ST,SUCI,Battery Torch,3000,8,3008,1.41,255570.0,5,GITA ORAON
WEST BENGAL,20,MAL,MALE,37.0,ST,IND,Pen Nib with Seven Rays,1907,5,1912,0.9,255570.0,6,BABLU MAJHI
TURN OUT,,,,,TOTAL:,,,212195,1060,213255,83.44,,,
WEST BENGAL,21,NAGRAKATA,MALE,46.0,ST,BJP,Lotus,94371,351,94722,49.55,237305.0,1,PUNA BHENGRA
WEST BENGAL,21,NAGRAKATA,MALE,49.0,ST,AITC,Flowers and Grass,70999,248,71247,37.27,237305.0,2,JOSEPH MUNDA
WEST BENGAL,21,NAGRAKATA,MALE,53.0,ST,INC,Hand,12378,64,12442,6.51,237305.0,3,SUKBIR SUBBA
WEST BENGAL,21,NAGRAKATA,,,,NOTA,NOTA,5448,6,5454,2.85,237305.0,4,NOTA
WEST BENGAL,21,NAGRAKATA,MALE,42.0,ST,IND,Truck,3280,3,3283,1.72,237305.0,5,ROBAT MUNDA
WEST BENGAL,21,NAGRAKATA,MALE,42.0,ST,PrPP,Football,2243,4,2247,1.18,237305.0,6,BENAM ORAON
WEST BENGAL,21,NAGRAKATA,MALE,31.0,ST,IND,Wheel Barrow,1770,4,1774,0.93,237305.0,7,ASHAN TIRKEY
TURN OUT,,,,,TOTAL:,,,190489,680,191169,80.56,,,
WEST BENGAL,22,KALIMPONG,MALE,51.0,ST,IND,Whistle,57344,862,58206,37.59,211896.0,1,RUDEN SADA LEPCHA
WEST BENGAL,22,KALIMPONG,MALE,58.0,GENERAL,BJP,Lotus,53227,1109,54336,35.09,211896.0,2,SUVA PRADHAN
WEST BENGAL,22,KALIMPONG,MALE,61.0,GENERAL,IND,Table,31479,377,31856,20.57,211896.0,3,DR. R.B. BHUJEL
WEST BENGAL,22,KALIMPONG,,,,NOTA,NOTA,2142,18,2160,1.39,211896.0,4,NOTA
WEST BENGAL,22,KALIMPONG,MALE,35.0,GENERAL,NPEP,Book,1750,55,1805,1.17,211896.0,5,PENJO GOMPU BHUTIA
WEST BENGAL,22,KALIMPONG,MALE,33.0,ST,IND,Laptop,1688,32,1720,1.11,211896.0,6,SONGDEN LEPCHA
WEST BENGAL,22,KALIMPONG,MALE,57.0,GENERAL,INC,Hand,1632,83,1715,1.11,211896.0,7,DILIP PRADHAN
WEST BENGAL,22,KALIMPONG,MALE,31.0,GENERAL,IND,Battery torch,1495,67,1562,1.01,211896.0,8,UJJWAL RAI
WEST BENGAL,22,KALIMPONG,MALE,43.0,ST,IND,Pen Nib with Seven Rays,1463,40,1503,0.97,211896.0,9,BHUPENDRA LEPCHA
TURN OUT,,,,,TOTAL:,,,152220,2643,154863,73.08,,,
WEST BENGAL,23,DARJEELING,MALE,39.0,ST,BJP,Lotus,67161,1746,68907,40.88,246663.0,1,NEERAJ TAMANG ZIMBA
WEST BENGAL,23,DARJEELING,MALE,35.0,GENERAL,IND,Whistle,46927,704,47631,28.26,246663.0,2,KESHAV RAJ SHARMA
WEST BENGAL,23,DARJEELING,MALE,56.0,ST,IND,Television,37804,436,38240,22.68,246663.0,3,PEMBA TSHERING
WEST BENGAL,23,DARJEELING,MALE,38.0,GENERAL,IND,Black Board,2766,89,2855,1.69,246663.0,4,SURAJ GURUNG
WEST BENGAL,23,DARJEELING,,,,NOTA,NOTA,2495,45,2540,1.51,246663.0,5,NOTA
WEST BENGAL,23,DARJEELING,MALE,41.0,ST,IND,Battery torch,2042,46,2088,1.24,246663.0,6,NIMA GYAMTSHO SHERPA
WEST BENGAL,23,DARJEELING,MALE,62.0,GENERAL,CPI(M),"Hammer, Sickle and Star",1821,92,1913,1.13,246663.0,7,GAUTAM RAJ RAI
WEST BENGAL,23,DARJEELING,FEMALE,40.0,GENERAL,IND,Nagrik,1600,77,1677,0.99,246663.0,8,ANJANI SHARMA
WEST BENGAL,23,DARJEELING,MALE,50.0,GENERAL,IND,Table,1367,30,1397,0.83,246663.0,9,MILAN THOKAR
WEST BENGAL,23,DARJEELING,MALE,72.0,GENERAL,IND,Syringe,1286,41,1327,0.79,246663.0,10,BHARAT PRAKASH RAI
TURN OUT,,,,,TOTAL:,,,165269,3306,168575,68.34,,,
WEST BENGAL,24,KURSEONG,MALE,52.0,GENERAL,BJP,Lotus,72153,1322,73475,41.86,236477.0,1,BISHNU PRASAD SHARMA (ALIAS B.P. BAJGAIN)
WEST BENGAL,24,KURSEONG,FEMALE,56.0,ST,IND,Whistle,57044,916,57960,33.02,236477.0,2,TSHERING LAMA
WEST BENGAL,24,KURSEONG,MALE,47.0,ST,IND,Table,32770,324,33094,18.85,236477.0,3,NARBU LAMA
WEST BENGAL,24,KURSEONG,MALE,54.0,GENERAL,CPI(M),"Hammer, Sickle and Star",2494,51,2545,1.45,236477.0,4,UTTAM BRAHMAN
WEST BENGAL,24,KURSEONG,,,,NOTA,NOTA,2372,45,2417,1.38,236477.0,5,NOTA
WEST BENGAL,24,KURSEONG,MALE,46.0,ST,IND,Laptop,2235,64,2299,1.31,236477.0,6,UGAM LAMA
WEST BENGAL,24,KURSEONG,MALE,38.0,GENERAL,IND,Binoculars,1402,27,1429,0.81,236477.0,7,BIKRAM RAI
WEST BENGAL,24,KURSEONG,MALE,30.0,GENERAL,IND,Walking Stick,1341,25,1366,0.78,236477.0,8,PRANAV PRADHAN
WEST BENGAL,24,KURSEONG,MALE,43.0,ST,IND,Plastering Trowel,935,25,960,0.55,236477.0,9,BHUPENDRA LEPCHA
TURN OUT,,,,,TOTAL:,,,172746,2799,175545,74.23,,,
WEST BENGAL,25,MATIGARA-NAXALBARI,MALE,38.0,SC,BJP,Lotus,138819,966,139785,58.1,287565.0,1,ANANDAMAY BARMAN
WEST BENGAL,25,MATIGARA-NAXALBARI,MALE,62.0,SC,AITC,Flowers and Grass,68454,483,68937,28.65,287565.0,2,RAJEN SUNDAS
WEST BENGAL,25,MATIGARA-NAXALBARI,MALE,66.0,SC,INC,Hand,22865,195,23060,9.58,287565.0,3,SANKAR MALAKAR
WEST BENGAL,25,MATIGARA-NAXALBARI,,,,NOTA,NOTA,3888,24,3912,1.63,287565.0,4,NOTA
WEST BENGAL,25,MATIGARA-NAXALBARI,MALE,51.0,SC,IND,DIAMOND,2032,14,2046,0.85,287565.0,5,RAKESH MONDAL
WEST BENGAL,25,MATIGARA-NAXALBARI,MALE,42.0,SC,BSP,Elephant,1564,13,1577,0.66,287565.0,6,SUDIP MANDAL
WEST BENGAL,25,MATIGARA-NAXALBARI,MALE,38.0,SC,SUCI,Battery Torch,1261,13,1274,0.53,287565.0,7,HARISH CHANDRA BARMAN
TURN OUT,,,,,TOTAL:,,,238883,1708,240591,83.66,,,
WEST BENGAL,26,SILIGURI,MALE,48.0,GENERAL,BJP,Lotus,88580,790,89370,50.03,228406.0,1,SANKAR GHOSH
WEST BENGAL,26,SILIGURI,MALE,60.0,GENERAL,AITC,Flowers and Grass,53153,631,53784,30.11,228406.0,2,DR. OMPRAKASH MISHRA
WEST BENGAL,26,SILIGURI,MALE,71.0,GENERAL,CPI(M),"Hammer, Sickle and Star",28269,566,28835,16.14,228406.0,3,ASOK BHATTACHARYA
WEST BENGAL,26,SILIGURI,,,,NOTA,NOTA,2035,39,2074,1.16,228406.0,4,NOTA
WEST BENGAL,26,SILIGURI,FEMALE,45.0,GENERAL,BSP,Elephant,1241,14,1255,0.7,228406.0,5,KAKALI MAJUMDAR (ROY)
WEST BENGAL,26,SILIGURI,MALE,32.0,GENERAL,IND,Whistle,951,6,957,0.54,228406.0,6,HABUL GHOSH
WEST BENGAL,26,SILIGURI,MALE,48.0,GENERAL,RPI(A),Apple,645,4,649,0.36,228406.0,7,NINTU DUTTA
WEST BENGAL,26,SILIGURI,MALE,51.0,GENERAL,AMB,Water Melon,592,2,594,0.33,228406.0,8,CHAYAN GUHA
WEST BENGAL,26,SILIGURI,MALE,46.0,GENERAL,JD(U),Arrow,443,4,447,0.25,228406.0,9,BHUSHAN KUMAR SONI
WEST BENGAL,26,SILIGURI,FEMALE,56.0,GENERAL,SUCI,Battery Torch,368,11,379,0.21,228406.0,10,DIPTI ROY
WEST BENGAL,26,SILIGURI,MALE,28.0,GENERAL,RPPRINAT,Cup & Saucer,301,5,306,0.17,228406.0,11,CHHOTAN SAHA
TURN OUT,,,,,TOTAL:,,,176578,2072,178650,78.22,,,
WEST BENGAL,27,PHANSIDEWA,MALE,42.0,ST,BJP,Lotus,105123,528,105651,50.89,240496.0,1,DURGA MURMU
WEST BENGAL,27,PHANSIDEWA,MALE,53.0,ST,AITC,Flowers and Grass,77599,341,77940,37.55,240496.0,2,CHHOTAN KISKU
WEST BENGAL,27,PHANSIDEWA,MALE,72.0,ST,INC,Hand,12747,68,12815,6.17,240496.0,3,SUNIL CHANDRA TIRKEY
WEST BENGAL,27,PHANSIDEWA,FEMALE,26.0,ST,CPI(ML)(L),Flag with Three Stars,2769,18,2787,1.34,240496.0,4,SUMANTI EKKA
WEST BENGAL,27,PHANSIDEWA,,,,NOTA,NOTA,2564,11,2575,1.24,240496.0,5,NOTA
WEST BENGAL,27,PHANSIDEWA,MALE,39.0,ST,BSP,Elephant,2284,7,2291,1.1,240496.0,6,KARUNA RANJAN SOREN
WEST BENGAL,27,PHANSIDEWA,MALE,74.0,ST,SUCI,Battery Torch,1827,5,1832,0.88,240496.0,7,BHOLA TIRKI
WEST BENGAL,27,PHANSIDEWA,MALE,33.0,ST,BTP,Auto- Rickshaw,1683,16,1699,0.82,240496.0,8,AMIT LAKRA
TURN OUT,,,,,TOTAL:,,,206596,994,207590,86.32,,,
WEST BENGAL,28,CHOPRA,MALE,61.0,GENERAL,AITC,Flowers and Grass,123944,979,124923,61.2,247764.0,1,HAMIDUL RAHAMAN
WEST BENGAL,28,CHOPRA,MALE,51.0,GENERAL,BJP,Lotus,59604,414,60018,29.4,247764.0,2,MD. SHAHIN AKHTER
WEST BENGAL,28,CHOPRA,MALE,64.0,GENERAL,CPI(M),"Hammer, Sickle and Star",12188,91,12279,6.02,247764.0,3,ANWARUL HAQUE
WEST BENGAL,28,CHOPRA,MALE,45.0,SC,AMB,Boat with Man and Sail,3158,8,3166,1.55,247764.0,4,AJOY KUMAR SINHA
WEST BENGAL,28,CHOPRA,MALE,30.0,ST,IND,Ganna Kisan,2190,3,2193,1.07,247764.0,5,SUROJIT KISKU
WEST BENGAL,28,CHOPRA,,,,NOTA,NOTA,1527,4,1531,0.75,247764.0,6,NOTA
TURN OUT,,,,,TOTAL:,,,202611,1499,204110,82.38,,,
WEST BENGAL,29,ISLAMPUR,MALE,74.0,GENERAL,AITC,Flowers and Grass,99380,751,100131,58.91,219728.0,1,ABDUL KARIM CHOWDHARY
WEST BENGAL,29,ISLAMPUR,MALE,43.0,GENERAL,BJP,Lotus,61909,782,62691,36.88,219728.0,2,SAUMYAROOP MANDAL
WEST BENGAL,29,ISLAMPUR,MALE,37.0,GENERAL,INC,Hand,3405,56,3461,2.04,219728.0,3,SADIQUL ISLAM
WEST BENGAL,29,ISLAMPUR,,,,NOTA,NOTA,1962,14,1976,1.16,219728.0,4,NOTA
WEST BENGAL,29,ISLAMPUR,MALE,42.0,SC,SUCI,Battery torch,1142,10,1152,0.68,219728.0,5,BIRENDRA NATH SINHA
WEST BENGAL,29,ISLAMPUR,MALE,42.0,GENERAL,IND,Dolli,563,0,563,0.33,219728.0,6,MD. NAIYAR ALAM
TURN OUT,,,,,TOTAL:,,,168361,1613,169974,77.36,,,
WEST BENGAL,30,GOALPOKHAR,MALE,51.0,GENERAL,AITC,Flowers and Grass,105083,566,105649,65.4,224633.0,1,MD. GHULAM RABBANI
WEST BENGAL,30,GOALPOKHAR,MALE,37.0,GENERAL,BJP,Lotus,32029,106,32135,19.89,224633.0,2,MD. GHULAM SARWAR
WEST BENGAL,30,GOALPOKHAR,MALE,53.0,GENERAL,INC,Hand,19305,86,19391,12.0,224633.0,3,MASOOD MD. NASEEM AHSEN
WEST BENGAL,30,GOALPOKHAR,,,,NOTA,NOTA,2014,2,2016,1.25,224633.0,4,NOTA
WEST BENGAL,30,GOALPOKHAR,MALE,45.0,SC,BSP,Elephant,861,4,865,0.54,224633.0,5,SUNIL BISWAS
WEST BENGAL,30,GOALPOKHAR,MALE,30.0,SC,IND,Whistle,693,1,694,0.43,224633.0,6,SHAMBHU LAL ROY
WEST BENGAL,30,GOALPOKHAR,MALE,51.0,SC,IND,Table,405,0,405,0.25,224633.0,7,RAGHU NATH SINGHA
WEST BENGAL,30,GOALPOKHAR,MALE,38.0,SC,SUCI,Battery torch,378,2,380,0.24,224633.0,8,NABIN CHANDRA SINGHA
TURN OUT,,,,,TOTAL:,,,160768,767,161535,71.91,,,
WEST BENGAL,31,CHAKULIA,MALE,49.0,GENERAL,AITC,Flowers and Grass,85922,389,86311,49.78,233378.0,1,AZAD MINHAJUL ARFIN
WEST BENGAL,31,CHAKULIA,MALE,41.0,SC,BJP,Lotus,52170,304,52474,30.26,233378.0,2,SACHIN PRASAD
WEST BENGAL,31,CHAKULIA,MALE,42.0,GENERAL,AIFB,Lion,28521,183,28704,16.55,233378.0,3,ALI IMRAN RAMZ
WEST BENGAL,31,CHAKULIA,MALE,45.0,SC,BSP,Elephant,2720,5,2725,1.57,233378.0,4,GOUTAM PAUL
WEST BENGAL,31,CHAKULIA,,,,NOTA,NOTA,1183,3,1186,0.68,233378.0,5,NOTA
WEST BENGAL,31,CHAKULIA,MALE,44.0,GENERAL,IND,Helicopter,1046,0,1046,0.6,233378.0,6,MAZHAR IMAM
WEST BENGAL,31,CHAKULIA,MALE,44.0,GENERAL,JD(U),Arrow,950,4,954,0.55,233378.0,7,KAMKSHYA SARKAR
TURN OUT,,,,,TOTAL:,,,172512,888,173400,74.3,,,
WEST BENGAL,32,KARANDIGHI,MALE,42.0,GENERAL,AITC,Flowers and Grass,115956,638,116594,54.7,262583.0,1,GOUTAM PAUL
WEST BENGAL,32,KARANDIGHI,MALE,64.0,SC,BJP,Lotus,79417,551,79968,37.52,262583.0,2,SUBHAS CHANDRA SINHA S/O: HARANARAYAN SINHA
WEST BENGAL,32,KARANDIGHI,MALE,60.0,GENERAL,AIFB,Lion,9077,69,9146,4.29,262583.0,3,MD. HAFIZUL IQBAL
WEST BENGAL,32,KARANDIGHI,,,,NOTA,NOTA,2443,6,2449,1.15,262583.0,4,NOTA
WEST BENGAL,32,KARANDIGHI,MALE,75.0,GENERAL,IND,Saw,1266,3,1269,0.6,262583.0,5,BENOY KUMAR DAS
WEST BENGAL,32,KARANDIGHI,MALE,54.0,GENERAL,BSP,Elephant,1128,11,1139,0.53,262583.0,6,HARUN RASHID
WEST BENGAL,32,KARANDIGHI,MALE,38.0,SC,IND,Cauliflower,690,3,693,0.33,262583.0,7,SUBHASH CHANDRA SINHA S/O: BUYASU LAL SINGHA
WEST BENGAL,32,KARANDIGHI,MALE,33.0,GENERAL,IND,DIAMOND,631,1,632,0.3,262583.0,8,ABDULLAH
WEST BENGAL,32,KARANDIGHI,MALE,56.0,SC,IND,Pineapple,536,1,537,0.25,262583.0,9,DINESH CHANDRA SINGHA
WEST BENGAL,32,KARANDIGHI,MALE,40.0,SC,AMB,Boat with Man and Sail,266,5,271,0.13,262583.0,10,BISHWAJIT SINHA
WEST BENGAL,32,KARANDIGHI,MALE,45.0,ST,BMUP,Cot,229,2,231,0.11,262583.0,11,SANTHAPAN HASDAK
WEST BENGAL,32,KARANDIGHI,MALE,48.0,SC,SUCI,Battery torch,201,6,207,0.1,262583.0,12,SHANTILAL SINGHA
TURN OUT,,,,,TOTAL:,,,211840,1296,213136,81.17,,,
WEST BENGAL,33,HEMTABAD,MALE,40.0,SC,AITC,Flowers and Grass,115346,1079,116425,52.14,265318.0,1,SATYAJIT BARMAN
WEST BENGAL,33,HEMTABAD,FEMALE,62.0,SC,BJP,Lotus,88481,729,89210,39.95,265318.0,2,CHANDIMA ROY
WEST BENGAL,33,HEMTABAD,MALE,69.0,SC,CPI(M),"Hammer, Sickle and Star",9297,156,9453,4.23,265318.0,3,BHUPEN BARMAN
WEST BENGAL,33,HEMTABAD,,,,NOTA,NOTA,2154,6,2160,0.97,265318.0,4,NOTA
WEST BENGAL,33,HEMTABAD,MALE,53.0,SC,AMB,Boat with Man and Sail,1580,1,1581,0.71,265318.0,5,MANINDRA BARMAN
WEST BENGAL,33,HEMTABAD,MALE,39.0,SC,SUCI,Battery torch,1510,8,1518,0.68,265318.0,6,JYOTIRMAY BARMAN
WEST BENGAL,33,HEMTABAD,MALE,52.0,SC,BSP,Elephant,1406,5,1411,0.63,265318.0,7,BINAY KUMAR ROY
WEST BENGAL,33,HEMTABAD,MALE,32.0,SC,IND,School Bag,840,2,842,0.38,265318.0,8,SANKAR BARMAN
WEST BENGAL,33,HEMTABAD,MALE,34.0,SC,IND,SHIP,699,2,701,0.31,265318.0,9,DIPU BARMAN
TURN OUT,,,,,TOTAL:,,,221313,1988,223301,84.16,,,
WEST BENGAL,34,KALIAGANJ,MALE,45.0,SC,BJP,Lotus,115577,1191,116768,48.71,282575.0,1,SOUMEN ROY
WEST BENGAL,34,KALIAGANJ,MALE,60.0,SC,AITC,Flowers and Grass,93723,1225,94948,39.61,282575.0,2,TAPAN DEB SINGHA
WEST BENGAL,34,KALIAGANJ,MALE,46.0,SC,INC,Hand,16451,319,16770,7.0,282575.0,3,PRAVASH SARKAR
WEST BENGAL,34,KALIAGANJ,MALE,39.0,SC,IND,Nagrik,3978,26,4004,1.67,282575.0,4,SUDHIR SARKAR
WEST BENGAL,34,KALIAGANJ,,,,NOTA,NOTA,2993,14,3007,1.25,282575.0,5,NOTA
WEST BENGAL,34,KALIAGANJ,MALE,34.0,SC,SUCI,Battery torch,1070,3,1073,0.45,282575.0,6,GOPAL CHUNARY
WEST BENGAL,34,KALIAGANJ,MALE,43.0,SC,IND,Helicopter,1025,3,1028,0.43,282575.0,7,SURESH BARMAN
WEST BENGAL,34,KALIAGANJ,MALE,34.0,SC,IND,Funnel,776,5,781,0.33,282575.0,8,SHYAMA SARKAR
WEST BENGAL,34,KALIAGANJ,MALE,31.0,SC,IND,Tractor Chalata Kisan,544,8,552,0.23,282575.0,9,DILIP CHANDRA RAY
WEST BENGAL,34,KALIAGANJ,MALE,35.0,SC,IND,Football,407,1,408,0.17,282575.0,10,ALEN SARKAR
WEST BENGAL,34,KALIAGANJ,MALE,48.0,SC,AMB,Boat with Man and Sail,385,2,387,0.16,282575.0,11,NAMALA KANTA SARKAR
TURN OUT,,,,,TOTAL:,,,236929,2797,239726,84.84,,,
WEST BENGAL,35,RAIGANJ,MALE,42.0,GENERAL,BJP,Lotus,78308,1467,79775,49.44,198780.0,1,KRISHNA KALYANI
WEST BENGAL,35,RAIGANJ,MALE,67.0,GENERAL,AITC,Flowers and Grass,58007,1020,59027,36.58,198780.0,2,AGARWAL KANAIA LAL
WEST BENGAL,35,RAIGANJ,MALE,70.0,GENERAL,INC,Hand,16524,674,17198,10.66,198780.0,3,MOHIT SENGUPTA
WEST BENGAL,35,RAIGANJ,,,,NOTA,NOTA,2459,9,2468,1.53,198780.0,4,NOTA
WEST BENGAL,35,RAIGANJ,MALE,33.0,GENERAL,IND,Bat,1361,0,1361,0.84,198780.0,5,RAJU PAUL
WEST BENGAL,35,RAIGANJ,FEMALE,43.0,SC,IND,Gas Cylinder,462,3,465,0.29,198780.0,6,MINAKSHI ROY
WEST BENGAL,35,RAIGANJ,MALE,32.0,GENERAL,IND,Nagrik,208,3,211,0.13,198780.0,7,DIPENDU SARKAR
WEST BENGAL,35,RAIGANJ,MALE,45.0,GENERAL,AMB,Boat with Man and Sail,204,4,208,0.13,198780.0,8,GOUTAM BISWAS
WEST BENGAL,35,RAIGANJ,FEMALE,37.0,GENERAL,IND,Binoculars,194,2,196,0.12,198780.0,9,MANJU DAS (MANDAL)
WEST BENGAL,35,RAIGANJ,FEMALE,26.0,ST,BMUP,Cot,128,5,133,0.08,198780.0,10,BAHAMONI HANSDA
WEST BENGAL,35,RAIGANJ,MALE,38.0,GENERAL,SUCI,Battery torch,133,0,133,0.08,198780.0,11,SANATAN MAJUMDAR
WEST BENGAL,35,RAIGANJ,MALE,25.0,SC,IND,Air Conditioner,98,1,99,0.06,198780.0,12,JYOTI BARMAN
WEST BENGAL,35,RAIGANJ,MALE,41.0,GENERAL,JD(U),Arrow,73,0,73,0.05,198780.0,13,BHABATOSH LAHIRI
TURN OUT,,,,,TOTAL:,,,158159,3188,161347,81.17,,,
WEST BENGAL,36,ITAHAR,MALE,40.0,GENERAL,AITC,Flowers and Grass,113867,778,114645,59.1,229362.0,1,MOSARAF HUSSEN
WEST BENGAL,36,ITAHAR,MALE,51.0,GENERAL,BJP,Lotus,69949,721,70670,36.43,229362.0,2,AMIT KUMAR KUNDU
WEST BENGAL,36,ITAHAR,MALE,67.0,GENERAL,CPI,Ears of Corn And Sickle,4801,107,4908,2.53,229362.0,3,SRIKUMAR MUKHERJEE
WEST BENGAL,36,ITAHAR,,,,NOTA,NOTA,1239,1,1240,0.64,229362.0,4,NOTA
WEST BENGAL,36,ITAHAR,MALE,51.0,GENERAL,IND,Bat,1024,0,1024,0.53,229362.0,5,MOJAMMEL HAQUE
WEST BENGAL,36,ITAHAR,MALE,38.0,GENERAL,AIMIM,Kite,828,3,831,0.43,229362.0,6,MOFAKKERUL ISLAM
WEST BENGAL,36,ITAHAR,MALE,34.0,GENERAL,IND,Apple,344,2,346,0.18,229362.0,7,FIROJ ALAM
WEST BENGAL,36,ITAHAR,MALE,33.0,SC,IND,Boat with Man and Sail,185,4,189,0.1,229362.0,8,TUFAN BARMAN
WEST BENGAL,36,ITAHAR,MALE,40.0,SC,IND,Chimney,131,2,133,0.07,229362.0,9,DILIP KUMAR BARMAN
TURN OUT,,,,,TOTAL:,,,192368,1618,193986,84.58,,,
WEST BENGAL,37,KUSHMANDI,FEMALE,34.0,SC,AITC,Flowers and Grass,89185,783,89968,48.88,219921.0,1,REKHA ROY
WEST BENGAL,37,KUSHMANDI,MALE,50.0,SC,BJP,Lotus,76650,734,77384,42.04,219921.0,2,RANJIT KUMAR ROY
WEST BENGAL,37,KUSHMANDI,MALE,65.0,SC,RSP,Spade & Stoker,12386,185,12571,6.83,219921.0,3,NARMADA CHANDRA ROY
WEST BENGAL,37,KUSHMANDI,,,,NOTA,NOTA,1590,8,1598,0.87,219921.0,4,NOTA
WEST BENGAL,37,KUSHMANDI,MALE,42.0,SC,BSP,Elephant,1428,8,1436,0.78,219921.0,5,BISWANATH SARKAR
WEST BENGAL,37,KUSHMANDI,MALE,52.0,SC,IND,Plastering Trowel,1118,0,1118,0.61,219921.0,6,BHIMNAL SARKAR
TURN OUT,,,,,TOTAL:,,,182357,1718,184075,83.7,,,
WEST BENGAL,38,KUMARGANJ,MALE,61.0,GENERAL,AITC,Flowers and Grass,89117,646,89763,52.52,203986.0,1,TORAF HOSSAIN MANDAL
WEST BENGAL,38,KUMARGANJ,MALE,47.0,GENERAL,BJP,Lotus,59736,660,60396,35.33,203986.0,2,MANAS SARKAR
WEST BENGAL,38,KUMARGANJ,FEMALE,51.0,GENERAL,INC,Hand,17344,134,17478,10.23,203986.0,3,CHAUDHURI NARGIS BANU
WEST BENGAL,38,KUMARGANJ,MALE,58.0,GENERAL,SUCI,Battery Torch,1211,4,1215,0.71,203986.0,4,RANAJIT DEB
WEST BENGAL,38,KUMARGANJ,,,,NOTA,NOTA,1115,10,1125,0.66,203986.0,5,NOTA
WEST BENGAL,38,KUMARGANJ,MALE,25.0,GENERAL,KPPU,Boat with Man and Sail,946,5,951,0.56,203986.0,6,RUBEL SARKAR
TURN OUT,,,,,TOTAL:,,,169469,1459,170928,83.79,,,
WEST BENGAL,39,BALURGHAT,MALE,69.0,GENERAL,BJP,Lotus,70484,1645,72129,47.42,180390.0,1,ASHOK KUMAR LAHIRI
WEST BENGAL,39,BALURGHAT,MALE,69.0,GENERAL,AITC,Flowers and Grass,57885,808,58693,38.59,180390.0,2,SEKHAR DASGUPTA
WEST BENGAL,39,BALURGHAT,FEMALE,67.0,GENERAL,RSP,Spade & Stoker,15706,447,16153,10.62,180390.0,3,SUCHETA BISWAS
WEST BENGAL,39,BALURGHAT,,,,NOTA,NOTA,1810,20,1830,1.2,180390.0,4,NOTA
WEST BENGAL,39,BALURGHAT,MALE,41.0,ST,BSP,Elephant,1138,3,1141,0.75,180390.0,5,JOGESH CHANDRA MURMU
WEST BENGAL,39,BALURGHAT,MALE,49.0,GENERAL,AMB,Bat,808,2,810,0.53,180390.0,6,NAROTTAM SAHA
WEST BENGAL,39,BALURGHAT,MALE,46.0,GENERAL,SUCI,Battery torch,596,8,604,0.4,180390.0,7,BIRENDRA NATH MAHANTA
WEST BENGAL,39,BALURGHAT,MALE,49.0,SC,BMUP,Cot,377,2,379,0.25,180390.0,8,DULAL BARMAN
WEST BENGAL,39,BALURGHAT,MALE,25.0,SC,KPPU,Boat with Man and Sail,353,0,353,0.23,180390.0,9,ANUP BARMAN
TURN OUT,,,,,TOTAL:,,,149157,2935,152092,84.31,,,
WEST BENGAL,40,TAPAN,MALE,48.0,ST,BJP,Lotus,83172,1209,84381,45.29,220236.0,1,BUDHRAI TUDU
WEST BENGAL,40,TAPAN,FEMALE,33.0,ST,AITC,Flowers and Grass,81939,792,82731,44.41,220236.0,2,KALPANA KISKU
WEST BENGAL,40,TAPAN,MALE,60.0,ST,RSP,Spade & Stoker,11847,241,12088,6.49,220236.0,3,RAGHU UROW
WEST BENGAL,40,TAPAN,MALE,42.0,ST,BSP,Elephant,2142,4,2146,1.15,220236.0,4,BABLU KISKU
WEST BENGAL,40,TAPAN,,,,NOTA,NOTA,1675,28,1703,0.91,220236.0,5,NOTA
WEST BENGAL,40,TAPAN,MALE,46.0,ST,BMUP,Cot,1311,4,1315,0.71,220236.0,6,ALBINUS HASDA
WEST BENGAL,40,TAPAN,MALE,32.0,ST,KPPU,Boat with Man and Sail,1123,2,1125,0.6,220236.0,7,NIPESH TIRKI
WEST BENGAL,40,TAPAN,MALE,49.0,ST,SUCI,Battery torch,816,4,820,0.44,220236.0,8,KALICHARAN EKKA
TURN OUT,,,,,TOTAL:,,,184025,2284,186309,84.6,,,
WEST BENGAL,41,GANGARAMPUR,MALE,64.0,SC,BJP,Lotus,87561,1163,88724,46.82,224040.0,1,SATYENDRA NATH RAY
WEST BENGAL,41,GANGARAMPUR,MALE,47.0,SC,AITC,Flowers and Grass,83281,851,84132,44.4,224040.0,2,GOUTAM DAS
WEST BENGAL,41,GANGARAMPUR,MALE,60.0,SC,CPI(M),"Hammer, Sickle and Star",11935,338,12273,6.48,224040.0,3,NANDA LAL HAZRA
WEST BENGAL,41,GANGARAMPUR,MALE,52.0,SC,BSP,Elephant,1166,3,1169,0.62,224040.0,4,ARUN KANTI BALA
WEST BENGAL,41,GANGARAMPUR,,,,NOTA,NOTA,1135,14,1149,0.61,224040.0,5,NOTA
WEST BENGAL,41,GANGARAMPUR,MALE,53.0,SC,KPPU,Boat with Man and Sail,1139,6,1145,0.6,224040.0,6,AKSHAY SARKAR
WEST BENGAL,41,GANGARAMPUR,MALE,51.0,SC,CPIM,Saw,889,1,890,0.47,224040.0,7,SUBRATA ROY
TURN OUT,,,,,TOTAL:,,,187106,2376,189482,84.58,,,
